1,"Freitag, 18.11.2022",16:00 -19:30 Uhr
2,"Samstag, 19.11.2022",09:00 -12:30 Uhr
3,"Samstag, 19.11.2022",14:00 -15:30 Uhr
4,"Samstag, 19.11.2022",19:00– 23:00 Uhr 
5,"Sonntag, 20.11.2022",09:00 -12:30 Uhr
